text,label
Aku ingin membuat CV yang efektif dan menarik.,CV_REVIEW
Butuh saran untuk memperbaiki CV aku ini.,CV_REVIEW
Mau tahu apa yang harus aku perbaiki di CV aku?,CV_REVIEW
Tolong review CV aku dan berikan saran.,CV_REVIEW
Aku ingin tahu apakah CV aku sudah sesuai.,CV_REVIEW
"Butuh bantuan untuk mereview CV aku, dong.",CV_REVIEW
Aku butuh saran untuk membuat CV yang profesional.,CV_REVIEW
"Tolong cek dan review CV aku, ya.",CV_REVIEW
Aku ingin membuat CV yang menarik dan efektif.,CV_REVIEW
Minta tolong untuk memperbaiki CV aku ini.,CV_REVIEW
"Aku butuh feedback tentang CV aku ini, dong.",CV_REVIEW
Tolong berikan masukan untuk memperbaiki CV aku.,CV_REVIEW
"Aku ingin tahu apakah CV aku sudah baik, dong.",CV_REVIEW
Apakah profil LinkedIn gw sudah cukup menarik?,LINKEDIN_REVIEW
Bagaimana cara membuat profil LinkedIn yang efektif?,LINKEDIN_REVIEW
"Mau tahu tidak, apa yang kurang dari profil LinkedIn aku?",LINKEDIN_REVIEW
Tolong berikan tips untuk mengoptimalkan profil LinkedIn dong!,LINKEDIN_REVIEW
"Aku ingin tahu, bagaimana cara meningkatkan visibilitas profil LinkedIn?",LINKEDIN_REVIEW
"Profil LinkedIn gw masih kosong, bantu aku isi ya!",LINKEDIN_REVIEW
Bagaimana cara menulis deskripsi diri yang menarik di LinkedIn?,LINKEDIN_REVIEW
Butuh saran untuk membuat profil LinkedIn yang profesional,LINKEDIN_REVIEW
Apa saja yang perlu aku perbarui di profil LinkedIn aku?,LINKEDIN_REVIEW
"Mau tahu pendapat lu tentang profil LinkedIn gw, Dong?",LINKEDIN_REVIEW
Cara meningkatkan pengalaman kerja di profil LinkedIn gimana?,LINKEDIN_REVIEW
"Tolong review profil LinkedIn aku, apa yang perlu diperbaiki?",LINKEDIN_REVIEW
Bagaimana caranya biar profil LinkedIn aku lebih dilirik oleh recruiter?,LINKEDIN_REVIEW
Butuh bantuan untuk mengedit profil LinkedIn gw biar lebih menarik,LINKEDIN_REVIEW
Apa yang membuat profil LinkedIn aku kurang menarik?,LINKEDIN_REVIEW
"Profil LinkedIn gw butuh dikembangkan, bantu aku ya!",LINKEDIN_REVIEW
"Mau tahu, apa saja yang harus aku tambahkan di profil LinkedIn aku?",LINKEDIN_REVIEW
"Aku ingin meningkatkan kemampuan bahasa Inggris di profil LinkedIn, gimana caranya?",LINKEDIN_REVIEW
Cara membuat profil LinkedIn yang menonjol gimana?,LINKEDIN_REVIEW
Tolong kasih saran untuk memperbarui profil LinkedIn aku,LINKEDIN_REVIEW
Bagaimana cara membuat profil LinkedIn yang menarik bagi perusahaan?,LINKEDIN_REVIEW
Apa saja yang perlu aku perhatikan saat membuat profil LinkedIn?,LINKEDIN_REVIEW
"Mau tahu, apa yang membuat profil LinkedIn aku tidak menarik?",LINKEDIN_REVIEW
Butuh bantuan untuk mengoptimalkan profil LinkedIn aku biar lebih baik,LINKEDIN_REVIEW
Cara meningkatkan koneksi di LinkedIn gimana?,LINKEDIN_REVIEW
"Aku ingin tahu, bagaimana cara membuat profil LinkedIn yang sempurna",LINKEDIN_REVIEW
"Profil LinkedIn gw masih belum lengkap, bantu aku isi ya!",LINKEDIN_REVIEW
Tolong berikan tips untuk meningkatkan visibilitas profil LinkedIn aku,LINKEDIN_REVIEW
Apa saja yang perlu aku lakukan untuk meningkatkan profil LinkedIn aku?,LINKEDIN_REVIEW
"Mau tahu, apa yang perlu aku ubah di profil LinkedIn aku?",LINKEDIN_REVIEW
Cara membuat profil LinkedIn yang menarik dan efektif gimana?,LINKEDIN_REVIEW
Butuh saran untuk memperbaiki profil LinkedIn aku biar lebih profesional,LINKEDIN_REVIEW
"Aku ingin meningkatkan kemampuan di profil LinkedIn aku, gimana caranya?",LINKEDIN_REVIEW
LINKEDIN_REVIEW,LINKEDIN_REVIEW
[,LINKEDIN_REVIEW
,LINKEDIN_REVIEW
,LINKEDIN_REVIEW
,LINKEDIN_REVIEW
,LINKEDIN_REVIEW
,LINKEDIN_REVIEW
"""",LINKEDIN_REVIEW
H,LINKEDIN_REVIEW
a,LINKEDIN_REVIEW
l,LINKEDIN_REVIEW
o,LINKEDIN_REVIEW
",",LINKEDIN_REVIEW
,LINKEDIN_REVIEW
a,LINKEDIN_REVIEW
k,LINKEDIN_REVIEW
u,LINKEDIN_REVIEW
,LINKEDIN_REVIEW
i,LINKEDIN_REVIEW
n,LINKEDIN_REVIEW
g,LINKEDIN_REVIEW
i,LINKEDIN_REVIEW
n,LINKEDIN_REVIEW
,LINKEDIN_REVIEW
t,LINKEDIN_REVIEW
a,LINKEDIN_REVIEW
h,LINKEDIN_REVIEW
u,LINKEDIN_REVIEW
,LINKEDIN_REVIEW
a,LINKEDIN_REVIEW
p,LINKEDIN_REVIEW
a,LINKEDIN_REVIEW
,LINKEDIN_REVIEW
y,LINKEDIN_REVIEW
a,LINKEDIN_REVIEW
n,LINKEDIN_REVIEW
g,LINKEDIN_REVIEW
,LINKEDIN_REVIEW
m,LINKEDIN_REVIEW
e,LINKEDIN_REVIEW
m,LINKEDIN_REVIEW
b,LINKEDIN_REVIEW
u,LINKEDIN_REVIEW
a,LINKEDIN_REVIEW
t,LINKEDIN_REVIEW
,LINKEDIN_REVIEW
p,LINKEDIN_REVIEW
r,LINKEDIN_REVIEW
o,LINKEDIN_REVIEW
f,LINKEDIN_REVIEW
i,LINKEDIN_REVIEW
l,LINKEDIN_REVIEW
,LINKEDIN_REVIEW
L,LINKEDIN_REVIEW
i,LINKEDIN_REVIEW
n,LINKEDIN_REVIEW
k,LINKEDIN_REVIEW
e,LINKEDIN_REVIEW
d,LINKEDIN_REVIEW
I,LINKEDIN_REVIEW
n,LINKEDIN_REVIEW
-,LINKEDIN_REVIEW
k,LINKEDIN_REVIEW
u,LINKEDIN_REVIEW
,LINKEDIN_REVIEW
k,LINKEDIN_REVIEW
u,LINKEDIN_REVIEW
r,LINKEDIN_REVIEW
a,LINKEDIN_REVIEW
n,LINKEDIN_REVIEW
g,LINKEDIN_REVIEW
,LINKEDIN_REVIEW
m,LINKEDIN_REVIEW
e,LINKEDIN_REVIEW
n,LINKEDIN_REVIEW
a,LINKEDIN_REVIEW
r,LINKEDIN_REVIEW
i,LINKEDIN_REVIEW
k,LINKEDIN_REVIEW
",",LINKEDIN_REVIEW
,LINKEDIN_REVIEW
b,LINKEDIN_REVIEW
i,LINKEDIN_REVIEW
s,LINKEDIN_REVIEW
a,LINKEDIN_REVIEW
k,LINKEDIN_REVIEW
a,LINKEDIN_REVIEW
